All Protein Names
NECTIN3
KRTAP10-8
AGRN
ACBD6
AKAP9
ACBD3
NOVA2
ADGRB3
AKR7A2
ALAS1
ACE2
RABAC1
ACAD9
ALB
ACADSB
ACAN
ALAD
ABCG2
ADIPOQ
AGPAT2
ACADVL
AKT1
ACAP3
AKR1A1
ACAT1
ACAT2
ACBD5
ADAM8
ADGRG5
ADGRG6
AFF4
ALDH1A3
ACBD7
AGR2
ACBD4
AKR1D1
ACAP2
ACER1
AKT2
ACCSL
ALCAM
ACD
ACER2
ADPRM
AGPAT5
ACKR1
ACHE
ACKR2
ACER3
ALDH3A2
ADGRF4
ARHGEF35
ARTN
ATOH1
ARHGAP20
ARHGEF15
ARIH1
ARPC5L
ATOX1
ANGEL1
NHLRC2
PIK3R6
CLEC18B
KRTAP2-2
ALG3
ACOT4
AGBL4
AMBN
ACKR3
ALG8
ACIN1
ACE
ACKR4
ACLY
ACMSD
ACOT12
ACO2
ACO1
ALDH1B1
ADAM20
ADGRG3
ADH5
AGXT2
ALX3
ADAMTS10
AMACR
ACOT11
ALDH3B2
ACOT1
AKR1C8
ACOD1
ACOT13
ADPRS
AGR3
ACOT2
AKR7L
ACOT6
AIMP2
AK8
ACOT9
ACOT8
ADRA2C
AGPAT4
ACAP1
ALPI
ACOX2
ACOT7
ALDH2
ALDH1L2
ACOX3
ALDH9A1
ACP2
ALKBH4
ARVCF
ANAPC13
ATAT1
ANAPC11
ASIC1
ANKIB1
ASCL2
ANKDD1B
ANGPTL7
ASB5
ANGPTL4
APOF
APOC4
COPS8
COX6A2
CPSF1
KRTAP25-1
OR10A2
AIPL1
ALKBH2
ARMC2
ARMC5
ACOXL
ACSBG1
ALPP
ACP4
ACOX1
ACP1
ADCY9
ALYREF
ADCY3
ADGRL3
AGBL2
ALG11
ACRBP
ACSBG2
ADRM1
AGT
ACP7
ALPL
ACR
AKT3
ACP6
ALKAL1
ACSF2
ALDH3A1
ACSF3
ALDH3B1
ACSL3
ACP5
ADRB2
AHR
ACSL4
ACSL1
AEN
AGTRAP
ACP3
ALX4
ACSL6
ACSM1
AGO1
ALDH5A1
ACSL5
ACSM6
ACSM2A
AFM
AGAP4
ALDH16A1
AMBP
ACSM3
ALDH8A1
ACTB
ALG6
ACSM2B
ACSM5
ACTA1
AKAP5
ACTA2
ADH7
ADH1C
AGBL3
AMDHD1
ACSS3
ANGPTL2
ABCG1
ACTG2
AMDHD2
ACTBL2
ACSM4
ALG12
ATG101
ARFIP2
ARHGAP11B
ARHGAP15
ARHGAP28
ARHGEF19
APOC3
RBM3
PIK3CB
DHRSX
CLEC4C
CRTAC1
COMT
COPRS
KRTAP5-8
ACSS2
AHNAK
AHCYL1
OR52E1
ALDH7A1
AKAP17A
AKIP1
ACTL6A
ACTL7B
ADPGK
AFDN
AMELY
ACTL6B
ACTL7A
ADRB1
ACTN2
ACTL8
ALG2
ACTN1
ACTMAP
AMBRA1
ACTN4
ACTN3
ANKFY1
ACTR1A
RABGEF1
PIK3C3
KLF11
ALKBH6
AMN
COPS7B
NOXRED1
ADAD1
RBP7
AGFG2
ASIC3
ALG10
AFAP1L2
AJAP1
ACTRT1
ALDOC
ACTR6
ALG1
ACTRT3
ACTR8
ACTG1
ACTR3
ADGRE2
ADIPOR1
AGER
AMER2
ACVR2A
ANGPT1
ACTRT2
ACTR5
AGAP6
AIF1
ACVR2B
ALS2CL
ACVRL1
ACY1
ACVR1C
ACVR1B
ADAMTS13
ADAMTS19
ADGRV1
AFF3
ANAPC16
ACYP1
ACY3
AGAP3
AGTR1
ACYP2
ADA2
ALPK2
ADA
ADAM10
ADAD2
ADAM11
ADAL
ADGRG2
AMD1
ADAM17
ADAM22
APOH
ATG4A
APOD
PIK3C2G
SH3BP5L
KLF17
ADAMTS9
ADCK2
OAS2
ADGRL2
ADAMTS17
ADAMTS18
ADAMDEC1
ADAMTS3
ADAMTS20
ALG9
ADRA1A
AKTIP
ADAMTS8
ALK
AMELX
ADAT2
ADAT3
ADAP1
ADARB1
ADAR
ACTC1
ADCY1
ALKBH1
ADAP2
ALG5
ADCK1
ALG13
ADAMTSL5
ADCK5
ADAMTSL4
ADARB2
ADAMTS7
ADAMTS4
ADAMTSL2
ADIRF
AGL
AMER3
AAK1
ADGRD1
ADNP2
AFF1
ATG2A
APOE
APOL1
APOL2
OR4K17
PHF21A
PRR15
SHISA5
KCNQ4
ADGRG4
ADCY10
ADAMTS5
ARAP2
ARHGEF28
ADAT1
AANAT
AIM2
COX17
AIRIM
ABCF3
ADGRF1
ADK
AFAP1L1
AIFM2
ADAMTSL3
ALKAL2
ADCYAP1
ALPG
ADD2
ADGRA3
ADD3
ADRA2B
ALPK3
AHDC1
ADD1
ADCY6
ADCYAP1R1
ADCY7
ADGB
ADCY5
ADCY4
ADGRG1
ADIPOR2
AGMAT
AMMECR1
ADRA1B
AFG3L2
AGAP1
ALG14
ADAMTS6
ALKBH3
AMPD2
ADGRA1
ADCY2
ADCY8
ADGRA2
ADGRF3
ADGRF5
ADRA1D
AGTPBP1
AMFR
ASB12
AQP11
AQP5
ARR3
APOA4
AQP9
ARL15
ASAH1
ARHGEF33
AAAS
ARL9
ASIP
ARF1
ARF6
ARHGAP35
ARMS2
ARHGEF40
ARID5B
ARL6IP5
ATP13A3
NPAS2
PSMB8
SHFL
KLF10
NUTF2
ATL3
ARHGAP21
ARHGAP36
ARMH3
ARPC3
ATL2
AMH
AMHR2
AMIGO1
ASMT
MVD
AMIGO3
ASB9
AMIGO2
ARL17A
ARSF
AMMECR1L
ALKBH8
AMZ1
AMOTL2
AMTN
AMOT
ARHGEF16
AADAC
ARPC2
ATMIN
AMY1B
ASCC1
AMY2B
AMY1C
AMPH
AMT
AMY1A
AR
ARFIP1
ASPA
ARHGAP10
ARHGEF2
ATL1
ARHGDIA
APBA3
ARMH4
ATN1
AMPD1
AMY2A
ASH2L
AMOTL1
ANAPC10
ASB16
ANAPC1
ASB15
AMZ2
AMPD3
ANGPTL3
ANAPC4
ANAPC15
ANAPC5
ANG
ANGPT2
ANGEL2
ANAPC2
AKAP13
ANAPC7
ANGPTL1
ARL14
ANGPT4
ASB11
ARAF
ARAP1
AREL1
ASCC3
AREG
ARC
ARFGAP1
ARF4
APOLD1
ARL8A
ARRB1
APOL6
APPL1
APOA5
APOM
ARPC5
ASB1
APOL4
ARHGAP4
ARL14EP
PTTG2
PRR23E
SLC39A6
KLF1
OPRL1
ANK2
CPT1C
DENND11
CLEC17A
CRTC2
CLIC5
CRTC1
ANKFN1
ATP10A
ANK3
ASH1L
ANKRD12
CARS2
ARRB2
ANKDD1A
ANK1
ANGPTL8
ANGPTL5
ANKHD1
ANKK1
ANHX
ASPDH
ARHGDIB
ARMCX1
ARMC6
ANKAR
ANKH
ARPC4
ART3
ARFGAP3
ASIC4
ARFRP1
ARHGAP11A
ASIC2
ARHGAP6
APC
ARID3B
ASB13
ADGRD2
ASF1B
ANGPTL6
ATF3
ADPRH
ANKRD13C
ANKRD23
ARID3A
ARSA
ASB18
CARD10
CARD9
CARD16
CCNDBP1
CARNMT1
RBM34
KLF12
ARID4B
ANKRD11
ARV1
CLIP1
DNAJB14
DNAJB4
DNAJB6
DNAJB12
OPRPN
ANKRA2
ASXL2
ATF5
ANKRD13B
ARL8B
ANKRD13D
ANKRD13A
ANKMY2
ADGRB2
ANKRD16
ARIH2
ARRDC5
ANKRD20A1
ANKRD18A
ANKRD18B
ANKRD10
ANKRD17
ARHGEF5
ARMC3
AS3MT
ATOSB
ADGRB1
ARID4A
ARX
ARHGAP12
ASL
ARHGAP19
ARHGEF6
ARSL
ANKRD22
ASCL4
ANKRD2
ASCC2
ANKRD1
ASB3
ANKRD33
ART4
ANKRD33B
ASIC5
ANKRD30A
ANKMY1
ANKRD39
ARL10
ASB6
ATP2B4
ATP2C2
BOK
BPIFA2
BZW2
KLF16
DNAJB5
EIF2B3
DYNC1I2
DZIP1
POU5F1
TASOR
TASP1
CRTC3
COL5A1
DZIP1L
DNAJC1
CLEC18A
CLEC4G
DHX32
CR2
CLEC6A
NPIPB13
ANKRD6
ANKRD54
ANKRD36
ANKRD34A
ANKRD27
ANKRD40
ANKRD30BL
ANKRD37
ARHGAP26
ARHGAP9
ARHGEF11
ARID2
ARK2C
ASAP2
ANKRD31
ASMTL
ARHGAP27
ARPP21
ARGLU1
ARHGEF10
AADACL3
ARL1
ARL6IP1
ANKRD36C
ATF7IP2
ANKRD36B
ASS1
ANKRD34B
ATG16L1
C1QTNF1
ARHGAP23
A2ML1
ARHGEF4
ANLN
ANKRD26
ASTN2
ANKRD44
ANKRD50
ANKRD49
ANKRD29
CRX
ANKRD53
ANKRD55
ANKRD52
ANKRD46
ANKRD28
ANKRD61
APBB1IP
APBB1
ARNT2
ATF2
ANKRD42
ARGFX
AQR
ARHGAP44
ARL13B
ASAP1
ANKRD62
ARMC9
ASB10
ANKLE2
ARHGAP17
ASPRV1
ARHGAP5
ATOH7
ANKRD60
ASGR2
ANKRD63
ASPHD2
ANKLE1
ASTE1
ANKRD66
ANO2
ASRGL1
ANKS1B
ASPH
ANO8
ANKUB1
ANO7
ASGR1
ANO1
ASNSD1
ANO3
ANP32A
ANO5
ANO6
ANO10
ANKZF1
ARHGAP1
ASZ1
ATP4B
ATP2A1
BRINP1
BTBD9
ATP4A
C10orf95
ATP5F1D
ATP5F1B
ATP2B1
ATP5MG
C11orf21
CBX4
CLIP3
CLINT1
CLEC4M
CLGN
CLIC3
CLIC6
CLIC2
CLEC7A
CLIP2
CLIC4
CRBN
CRPPA
CLIC1
COQ10B
CPA1
ARHGAP40
LASP1NB
ASNS
ANPEP
ARSB
ANTXR1
ANXA8
AADACL2
ARRDC1
ASB17
ATP10B
ANXA4
ARMC12
ARL6IP4
AP1B1
AOAH
ARMCX5
C12orf4
ANO9
ARG2
ASPG
ARHGAP29
ARRDC3
ANOS1
ATCAY
ANKRD7
ASXL1
ANO4
ASPN
ANP32B
ATF1
ANKS6
ATAD3A
ANKS4B
ANXA5
ANXA2R
ANXA1
ANXA10
ANTXR2
ANKS3
ANXA3
ANXA6
ARL2BP
CPT2
DENND10
CLEC9A
NCAM1
NEUROG1
MYBPC1
NGLY1
ART5
ARHGAP25
ARHGAP8
ARHGEF7
ARMT1
ATF6B
ANXA7
ASTN1
ANXA8L1
ANP32D
ASXL3
ARHGAP22
ARHGAP42
ARID1B
ARPIN
ATF4
ANXA2
ASTL
ANXA13
ATF6
ANXA11
ASPSCR1
AOPEP
AOX1
ARMCX2
ASAH2B
ANP32E
AP1M2
KLF18
NPIPB12
AP2A1
ARMC8
AP1S1
ASB4
AOC2
AOC3
AP1G2
ATAD2
AP1G1
AP1S2
AP2B1
AP5Z1
ATP13A1
AP3B2
APBA1
AP3M2
AP3M1
APAF1
ARF3
MYL6B
NES
MYBL2
MYBPC3
NBPF26
ARB2A
ARFGAP2
ARCN1
ARF5
ATAD3C
ARG1
ARFGEF1
ATE1
ARHGEF25
ARHGEF12
ARK2N
ARSK
ATP11A
ANKRD9
ATG3
APCDD1L
ASB7
APOBEC3G
APOBEC4
ARHGAP31
ARID3C
ARRDC4
ATP12A
APOC2
ATG16L2
APOBEC3F
AP2A2
ARHGAP30
ARHGAP33
ARHGEF18
ARPC1B
ATAD1
AP3S1
ATP5MC3
ATG10
AP2S1
AP4B1
ATAD2B
ANXA9
AP3D1
ARHGEF39
ARID5A
ASB14
APBA2
ATAD3B
AP4M1
AP4E1
ANKS1A
AP4S1
AP5B1
AP3S2
AP5S1
AP5M1
ARMCX4
ASAH2
DHRS13
COG2
CRMP1
COMMD6
COQ6
COQ4
KRTAP10-6
AP3B1
ARHGEF17
NPL
APMAP
PRSS38
APEX1
APH1A
ATP2C1
APELA
ARL14EPL
BBS2
APLNR
APEH
ARL6IP6
ATP8B2
APLN
ATP6V1E1
API5
ATP1A1
APOA2
ATF7IP
APOB
ATP10D
APOBEC3H
APOBEC1
APOBEC3A
ARHGEF3
ARMCX6
ATP11B
ARHGEF10L
ATOH8
APBB2
ATP2A2
AP2M1
ATF7
APLP1
APLF
APLP2
APBB3
ATP1B2
APEX2
ARHGDIG
ASB8
ATG4B
ATG12
APOA1
ATG9A
APCS
ATG4D
ATIC
ARPP19
APH1B
APOBEC2
ARMC1
ARRDC2
APOBEC3B
ATG13
APOBEC3C
ATG14
APC2
ATG2B
APIP
APOBEC3D
APOBR
APOC1
ARMC10
COQ9
COX5A
NCOA5
MYO5C
NUP160
NFATC2IP
MTMR14
MUC5AC
MYCBP2
NECAP2
NPIPB7
PSMB7
APOL3
ARL17B
ARHGAP32
APOL5
ATG7
AQP8
APP
ATP1B4
ARSD
ASCL5
ATG5
APPBP2
ATG4C
APOO
ATP11C
APRT
APTX
ATP13A2
AQP1
AQP12A
AQP2
ARPC1A
ASB2
AQP3
APPL2
ARID1A
ARMC7
ATP1A2
AQP7B
ARNT
ASCL3
AQP7
AQP4
AQP6
ATG9B
AQP10
ATP2B2
AQP12B
ARHGAP45
A4GALT
ATP6V0D2
C12orf76
ATP6V1G2
CCR4
CCDC47
CATSPER2
CBX3
CCDC150
MTRF1
NAA80
NDUFS2
SLC38A5
SLC19A3
SLC22A15
KLHDC4
ARFGEF3
ARHGEF38
ARL11
ART1
ATP1B1
BGN
BIRC5
BIRC8
BRD2
BTAF1
C1QL2
BET1
BLOC1S3
C16orf87
BLTP1
ATM
ARAP3
ARHGAP39
ARL4D
ARSG
ATP1A3
ARFGEF2
ARHGAP24
ARHGEF26
ARHGEF37
BMP4
BORCS8
BTBD2
C19orf67
ATP1B3
ATP13A4
ATP2A3
ATP1A4
C11orf42
BCL2L13
BLOC1S5
BOLA2B
BRPF3
C11orf91
ATP2B3
C11orf65
ATP23
SLC22A25
SLC25A46
SLC38A1
SH2D1A
SLC17A9
SLC17A7
SLC25A33
SLC30A4
LDHAL6B
OR10T2
ATP6V0B
ATP5IF1
BLZF1
BORA
BTNL2
C1QTNF7
ATP5MC1
BLVRB
BORCS7
BTBD18
C1QTNF3
ATP5F1C
ATP5F1E
BTNL8
ATP5MF
C12orf42
ATP5MJ
ATP5PF
BRME1
BTBD8
ATAD5
ATP5PB
ARL6
BPIFB2
C16orf74
C1QTNF9
ATP5PO
C10orf88
ATP6AP2
C11orf52
ATP6V0A1
ATP6V1B1
ATP6V0A4
C10orf90
ATP6V0C
ATP6V0D1
ATP6AP1
BMERB1
BPIFA1
BRI3
BSG
C12orf75
ATP6V0A2
BSPRY
BTRC
ATP6V1A
C12orf57
ATP6V0E2
C13orf42
ATP6V0E1
ATP6V1C1
ATP6V1C2
BNC2
BOLA2
BUD31
C1orf115
ATP6V1E2
BRICD5
BUD23
ATP6V1B2
SLC23A2
SLC37A2
SLC3A1
SH3BGR
SALL1
SLC39A8
SH2D5
KRT33A
ATP7B
AZIN1
CAMK2G
ATP6V1G1
ATP6V1F
C14orf119
ATP7A
ATP6V1D
ATP8B1
ATP6V1H
ATP6V1G3
ATP9B
C13orf46
ATP8A1
ATPAF1
BIN2
BTBD10
C11orf98
BLOC1S6
BLOC1S2
BIVM
BMS1
BORCS5
BSCL2
C1orf127
ATP8B4
ATP9A
ATP8B3
ATPAF2
BMP2K
BNIP1
BRD7
BTNL3
C14orf28
ATR
C12orf60
ATRN
ATRIP
ATPSCKMT
BORCS6
BPNT1
BTG2
ATRAID
ATRNL1
C19orf12
ATXN3
ATXN1
AXDND1
C16orf89
BCAR1
BMP10
BOLL
BTN1A1
C15orf61
AWAT2
AVPR2
BRD1
BVES
AWAT1
C17orf99
AXL
ARL5B
AXIN2
AZGP1
AZI2
CCDC59
CALR3
CCPG1
CAMKMT
FCER1G
CCNY
CAMK2B
CRAMP1
KRTAP9-3
OOSP3
ATRX
C16orf46
ATXN7L3B
ATXN8
ATXN10
C14orf39
BPHL
BRPF1
BTD
C1orf116
ATXN2
AUNIP
ATXN7L3
ATXN2L
C19orf81
ATP8A2
AUH
BMI1
C12orf71
DKK3
CLN5
CRYL1
CHST5
CRYGN
CLN6
CLPSL1
CLIP4
CLK4
CLEC4F
KRTAP22-1
PINLYP
BMP1
BPY2
BTBD1
C16orf54
ATXN7L1
C1GALT1C1L
ATXN1L
C16orf82
ATXN3L
ATP5MK
ATXN7
BPIFA3
BPIFB4
BRS3
C1orf167
AURKAIP1
AURKB
C15orf40
AURKC
C17orf80
AVEN
C17orf58
AVIL
AVL9
BRWD3
BUB1
AUTS2
AVPR1B
AVPI1
AVP
AVPR1A
CLEC5A
COX10
COX7A2
CPTP
DLC1
CLNS1A
CLN8
CPEB3
KRTAP10-12
C14orf93
PIGZ
BMPR1A
BPIFB1
BTF3
C1orf162
AZIN2
AXIN1
C16orf78
B3GALNT2
AZU1
C18orf63
B3GALNT1
B2M
B3GALT4
C19orf33
BTBD6
C10orf105
AURKA
C19orf18
B3GALT2
BRF1
BARHL1
BAZ1B
BARX1
BARD1
BAP1
BAX
BATF3
C1R
CRTAP
CLPX
KRTAP24-1
B3GAT1
SHD
B3GAT3
B3GAT2
CAMSAP1
CAMSAP2
B3GALT6
B3GALT9
BRIP1
C10orf71
B3GLCT
C17orf67
B3GNT2
B3GNT3
C17orf113
B3GNT4
B3GALT5
BMP3
C1QTNF5
BPY2C
C10orf120
B3GNT6
B3GNT7
BTN3A2
B4GALT1
B4GALNT1
BARHL2
BASP1
DLK1
CCNE1
CALM3
CACFD1
FBXW9
CAND2
CLPS
CRYGS
KRTAP7-1
OR5AC2
BMP5
BPIFC
BMX
BTG1
C15orf48
B4GALT3
C1QB
B4GALNT4
B4GALT4
B4GALT7
BRSK2
C12orf54
B4GALT5
B3GNTL1
BST1
C11orf24
B4GALT6
B4GALNT3
B4GALNT2
BMP8B
C11orf68
B4GALT2
B9D1
BAALC
BRAT1
BROX
BUD13
C1orf174
B9D2
BRAP
C10orf126
B4GAT1
BMP8A
BABAM2
BAAT
C14orf178
BAG2
BAD
BIRC2
BOP1
BRD4
BTG3
CAPN10
CLPB
CLPTM1L
CLOCK
CRK
KNCN
BACH1
BSN
B3GNT5
BABAM1
BACE1
BNIP2
BRD9
BUB1B
C1orf35
BACE2
BAGE
BAG1
BAG5
BMAL2
BMPER
BTBD16
C17orf49
BAHD1
BAG3
BTN2A2
C11orf96
BACH2
C11orf87
BAIAP2
BAG6
BAIAP2L2
BAG4
BAGE4
BAGE3
BSPH1
C11orf58
BCAP31
BPI
BRDT
BZW1
C17orf107
BAIAP2L1
BAHCC1
C1orf141
BANK1
C17orf78
BANP
BANF2
BATF2
BAMBI
BAIAP3
BPIFB6
DZIP3
EIF3A
EBNA1BP2
EEF1B2
EML2
DNAJB2
EIF4A2
DNAJB11
DNAI7
DNAJB8
PIP4P1
BTN2A1
CCNB1IP1
CAMTA1
BAK1
C1D
BARX2
BATF
BAZ2A
BDH2
BHLHE23
BHMT2
C2CD4A
BHLHA15
BID
BICRAL
BET1L
BMPR2
C12orf56
BLACAT1
BMP15
BOD1L1
C12orf50
C1QTNF8
BBS12
BBOF1
BBS5
BBC3
BNC1
BRIX1
BTN3A1
C1orf216
BBS4
BBLN
BBX
BCAP29
BBIP1
C1QA
BCAM
C19orf25
BBS1
BBS10
BBOX1
BAZ1A
C19orf38
BAZ2B
BBS7
BCAN
C11orf86
BBS9
C19orf44
BEX1
BICDL2
BIRC3
BMT2
C15orf39
BLMH
BLK
BLVRA
BLCAP
BOLA1
GFOD2
CAP1
CAND1
CAMSAP3
CAPG
CANX
CAMK2A
ASPM
BRWD1
BCAS3
BCO2
BCL9L
BCL7C
BTN3A3
BANF1
ASPHD1
ASDURF
C19orf47
AUP1
C18orf21
BCDIN3D
BCAT2
BPIFB3
C10orf62
C1orf232
BCL2L10
BCL10
BCAS1
BCL2A1
BRCA1
BRMS1
BTBD3
C1QTNF4
ASF1A
BCKDK
BCL11B
BCHE
BCL2
BCAS4
BCCIP
BCAT1
BCL11A
C1GALT1
BCL2L1
C1QTNF6
BIN3
BICD2
BIK
BIRC6
C21orf91
BLM
BLOC1S4
BLOC1S1
C1orf159
BRD8
BTNL9
BCKDHB
C19orf73
BCL7A
BCL2L15
BMPR1B
C11orf54
BCL3
BCLAF1
C1GALT1C1
BCLAF3
BCL2L12
C1QL1
BCKDHA
BCOR
BCAS2
BCL9
BCL6
BCO1
BCL2L2
BCL6B
BPGM
BRCA2
BUB3
C1orf198
BCAR3
BICC1
BSND
C11orf71
NALF2
NCF2
MTMR2
NDUFC1
MTSS2
NEK3
KRTAP9-1
BNIP3
RBP5
C1QBP
BDP1
BIRC7
BLTP2
BMP6
BOLA3
BCS1L
C1QC
BCORL1
C1orf131
BCL7B
BEND6
BEND2
BDH1
BCR
BEND4
BNIPL
BRMS1L
BTBD19
C1orf50
BDKRB2
C10orf143
CCDC136
CCDC39
CABP7
MTMR7
NEGR1
MTTP
RBM18
C1RL
BECN1
BDNF
BSX
C11orf97
BEND3
BEND5
BEST2
BEST1
BDKRB1
BHLHE22
BICRA
BICDL1
BRD10
BRAF
BRD3OS
BTG4
C19orf84
BLTP3A
BMAL1
BRCC3
BRD3
BTF3L4
BCL2L14
C1QL4
BECN2
C1QL3
BEX2
BFSP1
BYSL
C10orf67
BGLAP
BCL2L11
BEST4
CAMLG
CAMTA2
CLDN17
CRTAM
CLDN3
CXCL11
CXCL2
CR1L
COBLL1
DBNL
DAW1
DCUN1D2
DGKK
CXCL3
MTMR8
NADSYN1
NCAPH2
NEURL1
NFATC3
MUC20
NECTIN4
MUC3B
MTOR
MTMR3
MTMR4
MTNR1B
KRBOX4
BICD1
BPTF
BRI3BP
BTBD7
C1orf43
BHLHE41
BHMT
BEX3
BHLHE40
C1S
BNIP3L
BRK1
BTLA
BEX5
BEX4
BEST3
BEGAIN
BFAR
BLID
BMP2
BRF2
BTC
C1orf105
BFSP2
BRINP2
BRINP3
BRSK1
C1orf202
BHLHA9
BIN1
BMP7
BOC
BTK
C1orf146
BLNK
BMF
BOD1
BST2
CBY2
CCDC181
CXorf38
CARHSP1
CASZ1
CBLN4
DLGAP3
CCDC24
MTMR9
NEFH
NAP1L2
NBPF11
NCAPG
MACO1
SLC35E2B
CCAR2
CCDC65
CAPS
CAPNS1
CAPN13
CAPRIN1
CAPZA1
CAPRIN2
CAPZA3
CCDC121
CCDC126
CCDC157
CCDC91
CAPS2
CBX6
CCDC201
GFM2
CARD19
CAVIN1
CCDC32
IARS1
CASC3
CASQ1
CASP8AP2
CCDC63
CAVIN4
CCDC169
CCDC190
CCDC69
C1orf210
CASK
CATSPER4
CBX5
NFASC
MTPAP
MTR
MAGEB17
NUDT18
CYP51A1
CBR4
CCDC198
MARS2
C1orf54
CASP14
CASP3
CCDC62
CCDC107
CCDC186
CCDC71L
C1orf226
CCDC74B
CCDC13
CCDC85C
C1QTNF2
CCK
C20orf203
CCDC97
CDC14A
CXCL10
CYP4X1
CYP8B1
CYTH3
MTPN
MTRR
MTREX
MUC7
NAV3
MAP10
CCDC6
C19orf53
NR1H3
C22orf15
OR4Q3
C20orf202
C1QTNF12
CCDC3
C21orf62
C21orf140
CCDC115
CCDC196
C20orf204
C2
C21orf58
CASP4
CASP9
CCDC77
CAV2
CCDC110
CCDC116
CCDC184
CDH13
CEP63
CFAP95
CDH11
CHPF2
CDH10
CIAO1
CDCP2
CHRFAM7A
NCLN
MUC8
NDUFV3
MANSC4
NUP42
PABPC5
C20orf96
C20orf144
CCDC12
CCDC194
C22orf31
CCDC146
CCDC68
C22orf23
CCDC9
C1orf56
CCDC38
CCL15
C1orf87
CCDC78
C2orf42
CCDC8
C22orf42
C2CD4B
CBL
CCDC177
CCDC182
MARCKSL1
MTRES1
NDUFB6
LIMS3
C2orf68
NRCAM
C2CD4D
C2CD5
C2CD3
C2CD6
C2orf66
C2orf69
C2orf73
CCL13
C2orf78
C2orf74
C2orf50
CCL23
C2orf72
CAPN2
CAPN12
CARM1
CARMIL3
CCDC163
CDH15
CHPT1
CDH17
CDH19
SYNDIG1L
MUC5B
LINGO4
CBFA2T2
CBLIF
C4A
C2orf92
CARS1
CARNS1
CASKIN1
CBLL1
CCN1
CBX7
CCDC17
CCDC85A
C2orf83
CCDC83
C3orf33
C3orf80
C3orf22
C3AR1
C2orf81
C3orf20
C3orf52
C4BPB
C3orf70
C2orf88
C3orf85
C3orf18
C3orf84
CCDC85B
CCDC124
CCDC92B
C2orf80
